,tag,embedding,similarity
15,croissant,"[-0.00736131 -0.01239905  0.02054161 ...  0.01316684  0.00794051
 -0.02474423]",0.7283768586343049
4,label,"[-0.00722241  0.00125917  0.01122105 ... -0.02162337 -0.02182805
 -0.01622849]",0.7283334322652274
3,3d-smartray,"[-0.02288351 -0.00204366 -0.01025813 ...  0.01825974 -0.00505984
 -0.02548611]",0.7283193288588259
0,kapture,"[-0.01662499 -0.00798773  0.01777202 ...  0.01369523 -0.00118676
 -0.00862344]",0.7283185821649869
14,Plastic,"[-0.00962269  0.01213666  0.00475883 ...  0.00278802 -0.03439488
 -0.0305353 ]",0.7282876005145382
5,Dulmatesa,"[ 0.00144846 -0.0081291  -0.00140166 ... -0.01866834 -0.0050858
  0.00620916]",0.7280976527415753
5,canisters,"[-0.01468883 -0.00237427  0.00877953 ...  0.00703136 -0.01557523
 -0.01155127]",0.728074376493988
3,crack-detection,"[-0.02228256 -0.00125286 -0.0158286  ...  0.00231338 -0.00900421
  0.01578585]",0.7280647839343175
0,dataman,"[-0.02412488 -0.02711243  0.00560693 ...  0.01277777 -0.02266616
  0.00037432]",0.7278721147223052
3,analyze,"[-0.01570906 -0.00155353  0.01850333 ...  0.00040793 -0.01889258
  0.00137107]",0.7278437967836691
7,Terminal-control,"[-0.01545694 -0.02734476  0.03302481 ...  0.0048086  -0.0056731
  0.01017964]",0.7277140614183126
13,euclid-labs,"[ 0.0049899   0.01863378 -0.02359126 ... -0.00169152  0.00026999
 -0.02997546]",0.7277065156421803
17,Kostal,"[ 0.01212994 -0.00190509  0.02124904 ...  0.00499919 -0.00780686
 -0.01116407]",0.7275844964621992
7,locate,"[-0.01308353 -0.01304729  0.01173531 ... -0.02431145 -0.01177156
 -0.01800526]",0.7275743419565425
7,cognex,"[-0.01279914 -0.00984334  0.01160009 ... -0.01968669 -0.00027209
 -0.00269611]",0.7273629501108272
18,Bitron,"[-0.01397646 -0.0121915  -0.00650581 ... -0.0087663  -0.01536859
 -0.01082004]",0.7273551420290022
19,Tuna-can,"[-0.0134959  -0.0131362   0.03157114 ...  0.00678946 -0.00457934
 -0.0194103 ]",0.7273530590761289
15,SAI,"[ 0.00660524 -0.00616559 -0.00139746 ... -0.02756544  0.01084473
 -0.00318922]",0.7273483662671961
6,lids,"[-0.00637565 -0.00588758 -0.00493191 ... -0.00867607 -0.00693881
 -0.02282673]",0.7273379360764297
7,Print,"[-0.00557124 -0.00904804 -0.00025483 ... -0.00151324 -0.0021503
 -0.01040245]",0.7272988657165765
8,Cosentino,"[ 0.00740038  0.01271156  0.02699681 ... -0.01455657 -0.02454132
 -0.03945062]",0.7272422569461263
12,DS1300,"[-0.01382857  0.00954213 -0.02171892 ... -0.01760993 -0.01770549
 -0.00442296]",0.7272248253202175
13,dairy,"[-0.00704343 -0.00407188 -0.01514642 ...  0.01718406 -0.01741499
 -0.01718406]",0.7270800286687356
5,lineal,"[-0.02757552 -0.00059089 -0.00423775 ... -0.01825602 -0.0124331
 -0.01404309]",0.7270626020658271
6,Cidaut,"[ 0.00770676  0.00866087  0.02546523 ... -0.01394876 -0.01970028
 -0.00024882]",0.7269572832883515
5,croisant,"[-0.01434643 -0.01615144  0.00541501 ... -0.00133788  0.00935259
 -0.02037648]",0.7269059043833751
15,aerosol,"[-0.01319651  0.01608033 -0.01705047 ...  0.00088542 -0.00799365
 -0.01324302]",0.726746259802384
12,Missing-plastic-material,"[-0.02480666  0.00609162 -0.00535324 ...  0.00931492 -0.00061369
 -0.02714959]",0.7265460833928432
13,visionpro,"[-0.00565582 -0.04389051 -0.00189565 ... -0.00664861 -0.01721305
 -0.00340214]",0.726470330245739
17,Coin-surface-defect-control,"[-0.02264738 -0.00256771  0.01374457 ... -0.00040825 -0.00603071
 -0.02846322]",0.7264605975796395
7,Okin,"[-7.67823588e-03 -3.14918943e-02  1.19346492e-02 ... -1.11904722e-02
 -1.05714835e-02 -9.30492752e-06]",0.7264302530860558
5,in-sight-micro,"[-0.01933319 -0.00605997  0.00683581 ... -0.01031663 -0.01628573
 -0.00590969]",0.7264127069571595
6,Cutting-defect,"[-0.03370393 -0.0005767   0.01969746 ...  0.00016781 -0.00327888
 -0.01227983]",0.7263837367780727
15,Vibracoustic,"[-0.02252045 -0.00345975  0.01643129 ... -0.02343855 -0.00154086
 -0.01310318]",0.7263666076144215
13,defectos,"[-0.03094359  0.01039821 -0.00419165 ... -0.00690351 -0.00037305
 -0.00893823]",0.7260967128526566
11,Insect-on-paper,"[-0.0119739   0.01107488  0.00329966 ...  0.0017785  -0.00218729
 -0.03489238]",0.7260623945590452
1,Plastic-Detection,"[-0.03135471  0.01226474 -0.00021038 ...  0.00853499 -0.02851431
  0.00874871]",0.7260555132898338
19,Teknics,"[-0.00208043 -0.00965265  0.01245568 ... -0.00570353 -0.00710505
  0.00707144]",0.7260429802506596
3,Negro,"[-0.01053333 -0.01656623 -0.00059327 ... -0.0129452  -0.01058506
  0.00015983]",0.7259765823014119
11,Coin,"[ 0.00379951 -0.00370787  0.00912869 ... -0.01462     0.00837443
 -0.0370223 ]",0.7259366362179395
12,Flank,"[-0.00830588  0.00520368  0.00301046 ...  0.01018053  0.001652
 -0.0266722 ]",0.725831854546601
6,Pelos,"[-0.00285123 -0.00364057  0.01293394 ...  0.00371007  0.02758887
  0.01249707]",0.7257457418789245
0,Analyze-320,"[-0.00451186  0.00833431  0.02075046 ...  0.00744696 -0.02477768
  0.00074444]",0.7256816498239198
19,staubli,"[-6.64612453e-05 -3.08739790e-03  2.02915492e-03 ... -2.73465016e-03
  4.41790698e-03 -7.89743662e-03]",0.7256765765148148
3,packaging,"[ 0.00720742  0.01442844  0.00119358 ... -0.00628862 -0.02624344
 -0.02462364]",0.7256505677645665
11,Electronics,"[ 0.00372945  0.00825807  0.00347281 ... -0.00347606  0.00855045
 -0.01702293]",0.725433839433182
9,Canned-food-seaming-defects,"[-0.01121799 -0.01575977  0.01598371 ...  0.00979037 -0.02182014
 -0.01100805]",0.7252551602066517
17,Bottle-count,"[-0.01670644 -0.01670644  0.01973525 ... -0.01100514 -0.00784613
 -0.01372559]",0.7252464077622297
8,cookies,"[-0.00787849  0.00435183  0.01367614 ...  0.00839511 -0.00676632
 -0.01700549]",0.7252154073206011
1,Hpde-Ow,"[-0.00676593  0.01451065  0.01779608 ... -0.00208077  0.01464754
  0.00119525]",0.7251527932491044
0,OCR,"[ 0.00111583 -0.02818031 -0.00774169 ... -0.00910618  0.00400729
  0.00131691]",0.725136830553406
7,bitron,"[-0.02235985 -0.01215361 -0.01080165 ... -0.02249995 -0.009884
 -0.00961081]",0.7251149207785316
18,Marks-on-fabrics,"[-0.02425244 -0.00829108 -0.03037764 ...  0.00776685  0.01198827
 -0.01665114]",0.7250867418258692
15,Packaging-quality,"[ 0.00306197  0.01354504  0.00080646 ... -0.01456911 -0.0169313
 -0.02736316]",0.7250545507087988
5,3D,"[-0.01777615  0.00431634 -0.01263614 ... -0.01269999 -0.01709933
 -0.01523488]",0.7250445117111411
0,Binder,"[-0.02896349 -0.01417828 -0.00040183 ... -0.02398098 -0.02798957
 -0.0140583 ]",0.7249550778965398
9,Avinent,"[-0.00819292 -0.0247192  -0.01752281 ... -0.03068498 -0.01001877
 -0.00277389]",0.724851310310822
16,Murtra,"[-0.01965297 -0.012571   -0.00083482 ... -0.01435701  0.0002545
 -0.02838302]",0.724841833672842
9,Blister,"[-0.03169923 -0.01136892  0.01037247 ... -0.00905501 -0.01966154
 -0.01506048]",0.7248141493537797
17,2-containers,"[-0.00904286 -0.00948463  0.02987959 ... -0.00514058 -0.02057569
 -0.00667003]",0.724801436150173
18,Bin-picking,"[-0.02615624 -0.01882142  0.01010267 ... -0.00327299 -0.01897365
 -0.02232276]",0.7247365382567978
1,Packaging-defect,"[-0.00261084  0.00768277  0.00156788 ... -0.00357634 -0.02189177
 -0.02814263]",0.7247074694049536
10,datamatrix,"[-0.0288635   0.00353176 -0.0306917  ... -0.00422773 -0.02423758
 -0.01468105]",0.7246471819557775
17,Gastraval,"[-0.02340416  0.00203058  0.03452317 ... -0.00869859  0.00865113
 -0.0120343 ]",0.7246080800227578
6,Ibiltek,"[-0.01433764 -0.01512812 -0.01212975 ... -0.0235508   0.00205286
 -0.0214792 ]",0.7245889901966802
16,fish,"[-0.0068884   0.00235775 -0.01024017 ... -0.02558647 -0.00348082
 -0.01704834]",0.7243337364378093
18,Tape,"[-0.02281169 -0.00256615  0.00898563 ... -0.02110639 -0.02375617
 -0.01214044]",0.7242949061446231
11,Locate,"[-0.02711291  0.0102604  -0.00191537 ... -0.00903538 -0.01502513
 -0.00242636]",0.7242123077388201
18,Read,"[ 0.00458387 -0.00712175  0.01048658 ... -0.01365893  0.00614153
 -0.0277456 ]",0.7241121384429099
1,Geniotic-Solutions,"[-0.00541732  0.00871253 -0.01175212 ... -0.02907913 -0.00894365
 -0.01504383]",0.724069325521898
16,Pill,"[-0.01313139  0.00079182  0.02123802 ...  0.0065121  -0.00509176
 -0.0043481 ]",0.7238395082670341
19,Table,"[-0.00426775 -0.00862843  0.00895726 ... -0.00535792 -0.01262452
 -0.01323216]",0.7237182683782458
19,Faccsa,"[-0.0243073   0.00285763  0.01374583 ... -0.00419938 -0.00112199
 -0.00486942]",0.723715780332972
0,chupa-chups,"[-0.00649006  0.00039967  0.0301839  ...  0.00486837  0.00880254
 -0.00173518]",0.7236510480824627
15,No-plastic,"[-0.02259611  0.01338723  0.0087828  ... -0.00150332 -0.0330695
 -0.03988681]",0.7236108469156587
7,Fat,"[-0.00703972 -0.01345197 -0.01524274 ... -0.00010928 -0.01986774
 -0.04173776]",0.7235599981635127
5,ingredients,"[ 0.0003626  -0.0083805  -0.00305582 ... -0.01701992  0.00580503
 -0.01099685]",0.7235579819633946
18,Bacteria-control,"[-1.25164948e-02  3.70291236e-05  1.01466309e-02 ...  4.50691115e-03
 -1.58593226e-02  1.45249721e-03]",0.7235492743353106
4,sealing,"[-0.010408    0.00305588 -0.00947946 ... -0.00091295 -0.01676922
 -0.0159654 ]",0.7234002550462979
17,Broken-plastic-in-muffins,"[-0.01086653 -0.00671408  0.00711945 ...  0.02192382 -0.01415715
 -0.02580716]",0.7233544305456627
8,Airbox,"[-0.03241279 -0.02313658 -0.00280443 ... -0.01073235 -0.02023777
 -0.01365139]",0.7232473158095164
12,inkject,"[-0.03865736  0.00047256 -0.00870501 ... -0.01941395 -0.01222965
  0.00316756]",0.7230387682088153
11,Bin-Picking,"[-0.03131848 -0.01420803  0.00587049 ...  0.00064095 -0.01680638
 -0.01630883]",0.7228873318193058
15,DL,"[-0.00888624  0.00206841 -0.00179364 ... -0.02065529 -0.017268
 -0.00354765]",0.7227896145376793
15,Bread,"[ 0.01770114 -0.01546145  0.00920688 ... -0.00616549 -0.00343906
 -0.00832882]",0.7227044014594144
10,Dicarcono,"[-0.00812157 -0.00791487  0.02589835 ...  0.00983524 -0.04054119
  0.00106437]",0.7226622294768145
0,pipettes,"[-0.03084205 -0.00107897  0.01086148 ... -0.01311121  0.00095964
  0.00444606]",0.7226618915320094
2,Oregano-free-foreign-body,"[ 0.00864214  0.01571171 -0.02273214 ... -0.01074827 -0.00268005
 -0.04122394]",0.7225151014697083
19,Amount-of-chips,"[-0.00106086  0.00478807  0.03085878 ... -0.01278888 -0.00152105
 -0.04522645]",0.7224738222482269
5,pick&place,"[-0.02565342 -0.03225713  0.02284303 ... -0.00068659 -0.00739976
 -0.02273228]",0.7224305658077761
13,Printing-problem,"[-0.00302224 -0.01168783 -0.01112349 ... -0.00544616  0.00020812
 -0.01416953]",0.7224211755787023
18,Virospack,"[-0.01574136 -0.00136769  0.00905896 ... -0.01914598 -0.00753022
 -0.00684929]",0.7223171138071359
12,tag-hole,"[-0.0432205  -0.0001386   0.01978029 ...  0.00949203 -0.00183519
 -0.0024673 ]",0.7221640881062784
0,learning,"[-0.00978182  0.00836842  0.02677055 ... -0.00925004 -0.00998473
 -0.04743971]",0.7220433195798589
0,Control-topping-rice-tubs,"[-0.0045143  -0.01411614  0.0293501  ...  0.01167268 -0.00969499
 -0.01603651]",0.7220168768911182
2,4.0-industry,"[ 0.01866507 -0.02502594 -0.0157978  ... -0.00323089 -0.02225611
 -0.01119069]",0.7218600500873174
13,CIC,"[-0.00917448  0.00364291  0.00764425 ... -0.01983784 -0.01859711
 -0.01776996]",0.721766795338789
6,Cans,"[ 0.00142936 -0.01581511  0.02188734 ...  0.00600742 -0.02654045
 -0.01181016]",0.7217615242891832
4,model-differentiation,"[-1.67291518e-02 -2.12454866e-03  9.64043211e-05 ...  6.39368920e-03
 -2.60424241e-02  9.47361719e-03]",0.7216185288028231
2,Defects-in-buns,"[-0.02560923 -0.00320115  0.01414952 ... -0.00970153 -0.00066676
  0.0028229 ]",0.7215792148243733
15,biokit,"[-0.01928556 -0.03316661 -0.00432716 ... -0.01211748 -0.00684453
 -0.03629554]",0.7214525555969712
2,Pan,"[ 0.01936049 -0.01810171  0.0219054  ...  0.01333342 -0.01930576
 -0.01655561]",0.7214266642588133
5,meat,"[-0.00809352 -0.02093646 -0.01686368 ... -0.01385788  0.00919955
 -0.00091979]",0.7212148994244544
4,Cover,"[ 3.44980290e-05 -5.19184861e-03  6.13186788e-03 ... -1.34011256e-02
 -1.47191584e-02 -1.05241984e-02]",0.7212062810031901
3,Madalenas,"[-0.00674934  0.00271784  0.00740781 ... -0.00137621 -0.00527107
 -0.01259658]",0.7211856607455097
0,BBraun,"[-0.00685446 -0.01432954 -0.01084025 ... -0.00515119 -0.01214356
 -0.00274454]",0.7210872286801072
2,Chicken-parts,"[ 0.0099158  -0.00436437 -0.01083835 ... -0.00719976 -0.00268378
  0.00077296]",0.7209410828213857
4,batch,"[-0.00042354 -0.01893846 -0.00968608 ... -0.01708798  0.00279017
 -0.0115221 ]",0.7208210540716913
10,canister-filling,"[-0.02473915 -0.0051516  -0.00246279 ...  0.00767717 -0.0196306
 -0.01164491]",0.7207431425077845
14,Plastics,"[-0.00662535  0.01180336  0.00730936 ...  0.01047499 -0.02849725
 -0.0260652 ]",0.7205794746512667
3,picking,"[-0.01589874 -0.02400586  0.02189334 ... -0.01133762  0.00893018
 -0.0042799 ]",0.7204985009638271
12,success,"[-0.01084801 -0.02621546  0.00558541 ... -0.0315823  -0.00093987
 -0.01449988]",0.7204699052461956
5,Flamagas,"[-0.02156897 -0.01109204 -0.01036327 ... -0.01045687 -0.00395476
 -0.00911968]",0.7204477407588326
17,Tape-packaging,"[-0.01096699  0.00677432  0.01611694 ... -0.00563693 -0.0452822
 -0.02506932]",0.7203299233945966
16,Meat-classifier,"[-0.02349758 -0.00116777 -0.01127717 ... -0.01688108  0.00168013
  0.01244928]",0.7201057606101569
1,General-Mills,"[-0.01983152 -0.00528129 -0.00015358 ... -0.00282569 -0.03014071
 -0.006785  ]",0.7199387527242014
4,Pancake-defect,"[-0.02053447  0.01204009  0.02430354 ...  0.01525776 -0.01337323
 -0.03392166]",0.7199202754241852
12,wrinkle,"[-0.01175271 -0.01042798  0.00100374 ...  0.01137906 -0.01057744
 -0.03779888]",0.7198961656556274
10,Wood,"[ 0.00395107 -0.00654088 -0.01726084 ... -0.01648492 -0.01843153
 -0.02721169]",0.7198248096723545
15,Black,"[-0.01259401 -0.02167536  0.0023017  ... -0.00583701 -0.0083356
 -0.01544456]",0.7196310207770684
14,liquid,"[ 0.00649578 -0.00228936 -0.00784226 ... -0.02754185 -0.01646387
 -0.01574019]",0.7196008572332601
2,Silver-surface-defects,"[-0.01198569  0.00210152  0.00995456 ... -0.02413226 -0.01508266
 -0.0169328 ]",0.7195053328711171
7,Glasses,"[ 0.00579495  0.00157169  0.00786896 ... -0.01603559 -0.01445662
 -0.00093913]",0.7194454274504045
4,Bottle,"[-0.00569654 -0.00843664  0.00714525 ... -0.01826301 -0.02514605
 -0.01745015]",0.7193843209221014
4,itw,"[-0.00835526  0.00038857 -0.0108322  ... -0.0140995   0.00635818
 -0.03361862]",0.7192347351647358
10,Brass-particles-in-body,"[-0.02526271  0.02494795 -0.00821106 ... -0.01850226 -0.00507033
 -0.00269597]",0.7192141186258615
7,Dirt-boxes,"[-0.01729734 -0.01228986  0.00626944 ... -0.01389172 -0.03386779
 -0.01490129]",0.7191381751676499
6,CYO,"[ 0.00781331 -0.02045891 -0.02070392 ...  0.00050194  0.00042325
 -0.03157995]",0.7191260033183916
15,Nuts,"[-0.01372482 -0.03059194  0.00781679 ... -0.01362094 -0.01898362
 -0.01612699]",0.7190151687596382
11,aerosoles,"[-0.01922906 -0.01965786 -0.00883733 ... -0.00441196 -0.00485082
 -0.01250224]",0.7188927849471742
5,Brass-particles,"[-0.01986642  0.02001259 -0.0174479  ... -0.01362079 -0.00277067
 -0.00660442]",0.7186655508809842
8,tetones,"[-0.01327646 -0.02547702  0.00493126 ...  0.00746241  0.00019979
 -0.02509079]",0.7185481877796724
14,emblem,"[-0.04538443 -0.00775183 -0.01062859 ... -0.00480131  0.00752384
 -0.03326045]",0.7184058369838461
3,yoghurts,"[-0.008593   -0.01783678 -0.00678342 ...  0.00475802  0.01165434
 -0.01733209]",0.7183554514911104
0,Bottle-body,"[-0.03079665  0.00478859  0.00507597 ... -0.0098044  -0.0273347
 -0.02470148]",0.7183426673825617
13,tags,"[-0.01374109  0.00945862 -0.00066534 ... -0.00936567 -0.01484209
 -0.00453985]",0.7181939544851346
11,Fresenius,"[ 0.01910708 -0.02151553  0.01772891 ... -0.00970072  0.01557468
 -0.00272791]",0.7181517678840945
18,atria,"[-0.02073293  0.0006733  -0.0097029  ... -0.01679218 -0.00370037
 -0.04078875]",0.7180480002910009
3,ultraviolet,"[ 0.00786763  0.00067377 -0.0017811  ... -0.01461036  0.01716818
  0.01004378]",0.7180215516903673
13,Surface-defects,"[-0.01072483  0.0069718   0.01395679 ... -0.02279522 -0.00996631
 -0.01923346]",0.718017466590546
2,tag,"[-0.01047686 -0.00460565 -0.00307583 ... -0.00279898 -0.01689816
 -0.00661905]",0.7179156883785467
0,Donuts-chocolate,"[-0.01046615 -0.01713956  0.00632891 ...  0.01032179 -0.01468542
 -0.02737604]",0.7177750669153913
7,Cane-brands,"[-1.51960347e-02 -9.68607515e-03 -5.87048089e-05 ... -5.45059983e-03
 -8.10082722e-03 -8.80615786e-03]",0.7177433769043061
13,Marks,"[-1.79858107e-05 -1.24587741e-05  2.75213970e-03 ... -3.21510620e-02
 -1.59165114e-02 -7.02220248e-03]",0.7175748775249091
4,Wood-strips,"[-0.01357413 -0.00139689 -0.00235836 ... -0.01706424  0.00530631
 -0.00792897]",0.7175211324626148
11,Aguas-Minerales-San-Narciso,"[ 0.00516492  0.00170161  0.01253454 ... -0.01942339 -0.02222563
  0.02232179]",0.7175183936438778
6,Label-defects,"[-0.01675877  0.00880839  0.01873771 ... -0.01306381 -0.0141294
 -0.02395493]",0.7174652785278348
5,Label-defect,"[-0.01790903  0.00694187  0.01675087 ... -0.00903219 -0.01932141
 -0.0279087 ]",0.7174133248555447
16,recipharm,"[-0.0266697  -0.02598056 -0.00751851 ... -0.00571297 -0.02157007
  0.00104577]",0.7174036965152087
10,Tupper-defects,"[-0.02270886 -0.00822482  0.02757405 ... -0.00840604 -0.01136837
 -0.01424706]",0.7173044130991532
6,Stain-defect,"[-0.01935505 -0.00077224  0.00634491 ... -0.01792387 -0.00671975
 -0.00896875]",0.7172307362475432
2,Packaging,"[ 0.00989503  0.02113309  0.00527998 ... -0.00809773 -0.03036318
 -0.01890786]",0.7170436078852821
3,Chicken,"[-0.00431561 -0.00959024 -0.02279477 ... -0.00686975 -0.00917923
 -0.00487993]",0.7169939484684078
17,Heat-Sealing-(Original),"[-0.01620894 -0.01162333 -0.00788973 ... -0.0095799  -0.02761061
 -0.00995395]",0.7169237339751201
15,Mann-Hummel,"[-0.02490569  0.00428475  0.01529847 ... -0.00290273  0.02289549
 -0.01481549]",0.7168919015054436
8,Fabrics,"[-0.00719325  0.00560591 -0.0143731  ...  0.00089497  0.006634
 -0.01573941]",0.7167729605077828
4,Plug-defects,"[-0.00537838 -0.01692779  0.01519963 ... -0.01115819 -0.00789238
 -0.01102211]",0.7166884049377865
1,OCR-Lab-Test-20201207,"[ 0.00097094  0.00137114  0.00295457 ... -0.0136488  -0.00430136
 -0.00262745]",0.7166815516098384
0,Ubesol,"[ 0.00028256 -0.04025739 -0.00631194 ... -0.02167911  0.0031827
 -0.01549081]",0.7165334361552358
14,transparent-bags,"[-0.02605688 -0.02174915  0.01156213 ... -0.00553902  0.00312732
 -0.04170223]",0.716474021980472
11,silentblocks,"[-0.04219973 -0.02186098  0.00187813 ... -0.01032441 -0.00534896
 -0.03348916]",0.7164441499642753
7,double-sheet,"[-0.03211891  0.0006488   0.01072258 ... -0.01258526 -0.01512463
 -0.04174621]",0.7164025939099429
17,White-model,"[-0.00549663 -0.02157618 -0.0008786  ... -0.01397819 -0.00698247
 -0.01063586]",0.7163058287014934
16,Quality-missing-cover,"[-0.02107477  0.0050793  -0.00151001 ... -0.00918061 -0.02104722
 -0.01725927]",0.7162980514264671
2,Tags,"[-2.38306634e-02  1.54002011e-02 -1.53136876e-04 ... -1.68470126e-02
 -1.73756555e-02  2.02425435e-05]",0.7162482406144131
17,Donuts,"[-0.01122003 -0.01309533  0.00541613 ...  0.00178948 -0.00459608
 -0.01771049]",0.7160669570566806
3,Analyze,"[-0.00374749  0.01413221  0.01062638 ...  0.00938063 -0.01836642
  0.00500345]",0.7159350963905169
12,overview,"[-0.00942384 -0.02243261  0.02419833 ... -0.0120189   0.00977163
 -0.0151691 ]",0.7157408782551017
9,EAN-code,"[-0.01290649 -0.01482846 -0.00165945 ... -0.0041176   0.00568636
 -0.02511292]",0.7157058245382764
9,consumption,"[ 0.00955005 -0.02089448  0.00077133 ... -0.00707116  0.00752308
 -0.0192729 ]",0.7156072399680449
6,ABC,"[ 0.00713849 -0.02325353 -0.00953224 ... -0.01568758 -0.01543111
 -0.0173974 ]",0.715316189463114
6,kuka,"[-0.00249074 -0.02636543  0.00742498 ...  0.00526499 -0.00331593
  0.01187997]",0.7153090765615127
11,binpicking,"[-0.03628273 -0.02123381  0.01707255 ... -0.01341008 -0.0013191
 -0.01764259]",0.7152665062998942
1,2D,"[-0.00822916  0.00675381 -0.01408465 ... -0.01637964 -0.02432684
 -0.01454365]",0.7150975815969622
16,Cutting,"[-0.02639448  0.00635879  0.01664563 ... -0.00487118 -0.0016294
  0.00071869]",0.715080022317891
10,Baxter,"[-0.01392484 -0.01271666  0.00421841 ... -0.00513308 -0.01060745
 -0.001186  ]",0.7148259800983611
3,pizzas,"[ 0.01680526 -0.01428829  0.009534   ...  0.00225638  0.01442812
 -0.02080954]",0.714770577178501
8,Interfabrics,"[-0.00757638 -0.01220489 -0.02279691 ... -0.01797188 -0.00716978
 -0.03857313]",0.7146947428470375
2,consumer-products,"[ 0.01281791 -0.01122672  0.00868354 ... -0.00515097 -0.00335068
 -0.01122672]",0.7145577617542996
4,hutchinson,"[-0.0177896   0.03010548  0.01939066 ...  0.00064616 -0.00129317
  0.00316963]",0.7144812590438869
1,Pharmacy,"[ 0.01196065  0.00456938  0.00023704 ... -0.00908699 -0.01497671
 -0.0209182 ]",0.7143671152375004
9,Pill-location,"[-0.01955978  0.00999843  0.01613135 ...  0.01483374 -0.00863936
 -0.00571632]",0.714351236052133
0,hispack,"[-0.0184707   0.01848457  0.01718108 ... -0.00409073  0.00299525
 -0.01852617]",0.7143382632405895
19,Cannulae-packaging,"[-0.00410584  0.01405382  0.01990957 ...  0.00406499 -0.02041344
 -0.01416276]",0.7142444392000638
1,FLTecnics,"[-0.00958584  0.00717712 -0.00989393 ... -0.00326472  0.01443827
 -0.03733505]",0.7140394867186238
7,Wrinkle-tag,"[-0.03757131 -0.01521062 -0.00539937 ...  0.0105912  -0.01625502
 -0.02693994]",0.714025891819106
19,Monells,"[-0.00749326  0.00573337  0.01552273 ... -0.01945497  0.00558213
 -0.0281444 ]",0.7139520708259262
3,in-sight,"[-0.01179818 -0.01573091  0.01011076 ... -0.01002811  0.00238822
 -0.00605061]",0.7138260364522486
17,Maredeus,"[-0.01338477 -0.0003082  -0.01430393 ... -0.00417645  0.00190037
  0.0101845 ]",0.713817038959536
9,Black-surface-defects,"[-0.02122082 -0.00810128  0.01424064 ... -0.01390698 -0.00456782
 -0.01169815]",0.7138020781178285
11,ITW,"[-0.01001306 -0.01099555  0.00153122 ... -0.02430449  0.00321575
 -0.02842956]",0.7137100829348975
19,Cane,"[-0.01403587 -0.01351204  0.00697764 ...  0.00031522 -0.00805887
 -0.00352576]",0.7136821679549433
2,Heat-Sealing-(1024),"[-0.01067143 -0.00948344 -0.01035737 ... -0.00292048 -0.02661372
 -0.01472016]",0.713639912381858
14,wetron,"[-0.01211956 -0.01810514 -0.01961743 ... -0.01749739 -0.01770939
  0.00369594]",0.7134694233352147
13,Avocado,"[-0.01496721 -0.02107881  0.00307919 ... -0.004222   -0.01352037
 -0.00896785]",0.7133685105796569
8,yogures,"[-0.01987241 -0.01675677 -0.00696279 ...  0.00675621  0.01114183
 -0.03440759]",0.7133612482093332
0,general-app,"[-0.01886023 -0.00381194  0.017511   ... -0.01536383  0.00735549
 -0.00897312]",0.7132394070024536
14,Hairs-in-charcuterie,"[-0.00682495 -0.00640647 -0.00081952 ... -0.00014725  0.00714476
  0.00188996]",0.7132338061091528
3,Die,"[-0.00230193 -0.01996243  0.00358153 ... -0.01620938  0.0077684
 -0.00108119]",0.7132337281159927
18,Staubli,"[-0.00094466  0.0011861  -0.00348147 ... -0.008989   -0.00232492
 -0.00888094]",0.7132231826927564
2,Bioilogic,"[-0.0183371   0.00959614  0.00110051 ... -0.02444947 -0.0075213
 -0.01174107]",0.713121903128114
16,Brown,"[-0.00391472 -0.01633312  0.00469904 ... -0.02593761 -0.02581377
 -0.01721377]",0.7130807244641693
16,Charcuterie,"[ 4.40419512e-03 -1.51499147e-02 -2.50206836e-06 ... -5.95728727e-03
 -4.25243750e-03 -1.43491514e-02]",0.7129563837617865
12,Bruises-in-charcuterie,"[-0.00622697 -0.0052811   0.00857451 ... -0.02435955 -0.00867047
  0.0015516 ]",0.7128697976872183
10,Rice,"[ 0.0177769  -0.01534427  0.01323911 ... -0.02436638 -0.01199607
  0.00603145]",0.7127481787377468
12,SP-Berner,"[-0.00324156  0.00127256  0.01480305 ... -0.02223168 -0.0176769
 -0.01085828]",0.7126859228127619
11,HBBX,"[-0.01983228 -0.02488074 -0.01960975 ... -0.00833067  0.0075588
 -0.00098831]",0.7126624656966637
5,labels,"[-0.00626995  0.0004658   0.01168358 ... -0.02069663 -0.01973872
 -0.01957907]",0.7126411423934007
10,Muffins,"[-0.02044537 -0.02098237  0.003723   ...  0.00923382 -0.01955473
 -0.01948925]",0.7125006264145599
1,expiry-date,"[-0.01618889 -0.02744231 -0.01599534 ...  0.00966356  0.02578333
 -0.02494001]",0.7124012478129996
17,hartmann,"[-0.00827302  0.00073805  0.00572137 ...  0.01675321  0.00527595
 -0.01517871]",0.7123959832099127
1,surfaceFX,"[-0.00308162  0.00571808  0.00263301 ... -0.0262956   0.00692934
 -0.03718653]",0.7123376391777833
9,heat-sealing,"[-0.02870306  0.00528523 -0.00566126 ... -0.01145362 -0.01697344
 -0.01873978]",0.7121390736602432
15,Sliced-bread,"[-0.01752312 -0.01017622  0.03267067 ...  0.00038849 -0.0114374
 -0.00207028]",0.7121050738008348
14,Simon-Olot,"[-0.00427516 -0.01396462 -0.0076658  ... -0.00262842 -0.00972297
 -0.03709604]",0.711951674966918
0,Hensa,"[-0.00990552 -0.00413398 -0.01945011 ... -0.02473038  0.01965063
  0.00121981]",0.7115926111480693
