,tag,embedding,similarity
4,Lectura,"[-0.01610761  0.01681843  0.0081611  ... -0.01319724 -0.0012297
  0.00721556]",0.7645549255614831
16,dimensional-control,"[-0.01754575 -0.00662084  0.00991156 ...  0.01469546 -0.02194293
 -0.02008093]",0.7644678592755474
14,ovalidad,"[-0.00103675 -0.02229585 -0.00677895 ...  0.01891343 -0.00209112
 -0.00823763]",0.7644265622870474
8,Envasado-cánulas,"[-0.03410463  0.0010851   0.02824122 ... -0.00130279 -0.01330027
  0.01507543]",0.764306814176856
10,Control-terminales,"[-0.02054338 -0.01686749  0.02507929 ...  0.02385862  0.00274478
  0.01401694]",0.7642736614805254
14,Grasa,"[-0.02128369  0.00163107  0.00102435 ... -0.01022504 -0.0202753
 -0.02496766]",0.7640838828809339
18,etiquetado,"[-0.04453088 -0.00243633 -0.00536194 ...  0.00084073 -0.01816356
 -0.03021451]",0.7639326842500567
14,Plásticos-en-embutidos,"[-0.04163997 -0.00244336  0.00515195 ...  0.00834126 -0.03378938
 -0.02170848]",0.7638089043355537
2,tyre,"[-7.78721366e-03 -1.50369154e-02 -1.63269453e-02 ... -6.49844369e-05
 -3.06718121e-03 -3.75990085e-02]",0.7636841744670183
7,etiqueta,"[-0.0327506   0.00848032 -0.01032914 ...  0.00037052 -0.00596406
 -0.00764514]",0.7636022863698234
18,tapones,"[-0.01626905 -0.02191285  0.03005428 ...  0.01122551 -0.00025248
  0.0009461 ]",0.7636017752934426
7,TEIXIDOR,"[-0.02503047 -0.00556423 -0.00645328 ... -0.00165537  0.00739381
 -0.00584571]",0.7634465285686403
17,sellado,"[-0.03507476 -0.00393056 -0.01141636 ...  0.00184415  0.00646904
 -0.01491701]",0.7634094177297915
1,fittings,"[-0.01598156  0.01103392 -0.01508692 ... -0.01381273  0.01128469
 -0.01144736]",0.7633821075196648
11,Prueba-Lab-OCR-20201207,"[-0.00909119 -0.00122139 -0.00167357 ... -0.00683709  0.00547035
  0.01246384]",0.7633590030133478
1,Rotura-galleta,"[-0.03448714  0.00615457  0.02831235 ...  0.00763759  0.01085981
 -0.00367049]",0.762966848210165
8,Control-insectos-en-papel,"[-0.01685629  0.02060213  0.00886293 ...  0.03395338 -0.0031338
 -0.02302355]",0.7627185906400116
8,linear-camera,"[-0.01646858  0.01166992 -0.00612653 ...  0.01303294 -0.01565358
 -0.03043595]",0.762664940465589
0,Contaje-ampollas,"[-0.00871272 -0.00748511  0.03774405 ... -0.01272734 -0.00998014
 -0.00776381]",0.7626075871232075
12,particulas,"[-0.00520524  0.02487646  0.00893273 ... -0.00393292 -0.00060013
 -0.01228582]",0.7625907432965809
8,rims,"[-0.0116073  -0.00562533 -0.00487507 ...  0.00546384 -0.0147766
 -0.01885429]",0.7621320111200031
1,Monedas,"[-0.01397619 -0.00055747  0.01601194 ... -0.00865193 -0.00214015
 -0.01478527]",0.7621089278592453
16,productos-de-consumo,"[-0.00792527 -0.00513071  0.02194899 ... -0.0032224  -0.01604069
 -0.00155348]",0.7620832856557422
13,Problema-impresión,"[-0.02405375  0.00109428  0.0091472  ...  0.01618038 -0.0081986
  0.00093335]",0.761985442842492
6,die-cast-aluminium,"[-0.01601857  0.0006646  -0.00402509 ...  0.00486692 -0.009468
 -0.00503051]",0.7619463426167646
5,DECOLETAJE,"[-0.0307081  -0.00526901  0.03253369 ... -0.00243526 -0.00265835
  0.02085807]",0.7619442431217993
14,Termosellado,"[-0.03772989 -0.00583445  0.00993238 ...  0.00722235 -0.01389217
 -0.01597074]",0.7618238108005773
1,Cierre-latas-de-conserva,"[-0.00430393  0.00068613  0.00629996 ...  0.01731276 -0.02468697
 -0.02137412]",0.7618192994772072
10,bidones,"[-0.02733225 -0.010951    0.00439989 ... -0.01856031 -0.00963521
 -0.00574701]",0.7617698395315174
10,Impresión,"[-0.02668361  0.00956619 -0.0039908  ...  0.00166936 -0.00880976
 -0.00382126]",0.761489046071661
7,Plástico,"[-0.01550791  0.00919565  0.02258648 ...  0.01476758 -0.02615823
 -0.0159625 ]",0.7614666060733959
12,Asientos,"[-1.21438298e-02 -9.63335857e-03 -1.07524356e-05 ...  1.31865649e-03
  6.85684907e-04 -1.73295022e-03]",0.7613259347378263
15,welding,"[-0.02414859 -0.00189489 -0.00283911 ...  0.00434597 -0.00375099
  0.0050703 ]",0.7613250633323728
11,arruga-etiqueta,"[-0.02338248  0.00554241  0.00501003 ...  0.00533792  0.00788348
 -0.01920804]",0.7611794616995969
17,cosmética,"[ 0.00196836  0.00579303  0.0222891  ...  0.00635494 -0.00489999
 -0.02097798]",0.7611696192676635
7,cosmetico,"[-0.00720201  0.00919126  0.02493457 ...  0.01479792 -0.00402774
 -0.02865046]",0.7609702815816651
18,TR---3820-frutos-secos,"[-0.0065958  -0.01466488  0.0137619  ...  0.00814036 -0.03000868
 -0.01111408]",0.760733341312432
3,ingredientes,"[ 0.00787214  0.00109279 -0.000726   ...  0.00076268  0.01855046
 -0.00982163]",0.7606991146777203
3,paquetes-galletas,"[-0.012594   -0.00899376  0.01232125 ... -0.00124781 -0.00573105
 -0.01440093]",0.7605840933309489
0,Envase,"[-0.0035396  -0.01138403  0.00920882 ... -0.00882458 -0.03701763
 -0.00465325]",0.7604099016200166
19,Clasificador-de-carne,"[-0.01975811  0.00921298  0.00193064 ... -0.00250274 -0.00435589
  0.01830725]",0.7602858100585594
19,Cuetara,"[-0.03039767 -0.00743569  0.01114672 ...  0.01615388 -0.00635786
  0.00349614]",0.7602795138047154
19,Central-Queseria-Montesinos,"[ 0.00175432  0.02114497  0.00639659 ... -0.00957937 -0.01680011
 -0.01664839]",0.7602592733820969
16,fanuc,"[-0.01182809 -0.0251573  -0.00232541 ... -0.00244436  0.00905368
  0.00372937]",0.7602518822897489
14,Plástico-pegado,"[-0.04389509  0.01255255  0.01426073 ...  0.00671626 -0.02219342
 -0.01419602]",0.7601124047698938
5,2-contenedores,"[-0.01095155  0.00304373  0.03059107 ... -0.00562297 -0.01894605
 -0.00391874]",0.7601052840347039
1,satuerca,"[ 0.00128864  0.00277486  0.01741548 ... -0.01208225  0.0088177
 -0.00604112]",0.7595883731858404
18,Marcas-en-telas,"[-0.03971719 -0.01049782  0.01361808 ...  0.00348385 -0.00985658
 -0.00511339]",0.7595097511119153
13,pescado,"[-0.00581084  0.00832346  0.01064779 ... -0.00101852  0.00338911
 -0.00071864]",0.7594959473682248
13,estaño,"[-0.03041316 -0.02896881  0.00510974 ...  0.00570247  0.00366539
 -0.02775609]",0.7594304523052702
16,agregación,"[-2.08300464e-02  8.41908902e-03 -9.77847321e-06 ... -2.36832928e-02
 -1.10714035e-02  3.71725904e-03]",0.7593869124327658
3,cosbar,"[-0.01187199 -0.00592881  0.01449345 ...  0.00228031 -0.01368906
 -0.02183354]",0.759365621377618
14,Serigrafia-etiquetas,"[-0.01932735  0.00265667 -0.01227187 ... -0.00894141 -0.01491349
 -0.01186392]",0.7591050492129979
4,Sin-plástico,"[-0.01885932  0.00719212  0.02015124 ...  0.01198686 -0.02876846
 -0.02344097]",0.7590997967531501
4,bolleria,"[-0.04356818 -0.01091927  0.00792396 ...  0.00202694  0.011212
 -0.00127301]",0.7590441522250896
16,Calidad-Pascual,"[-0.00155492  0.02058422  0.0283521  ... -0.0079227  -0.01117391
  0.0032024 ]",0.7590352315583533
1,metal-inserts,"[-0.03654201 -0.00052567 -0.01337226 ... -0.01604113  0.00268978
 -0.01084972]",0.7586969816318544
9,Insectos-en-papel,"[-0.01906586  0.01896363  0.00560028 ...  0.0154367  -0.00273145
 -0.02467572]",0.7586286607076483
8,Linear-camera,"[-0.00898349  0.0135292  -0.01315826 ...  0.00690286 -0.02217547
 -0.02303875]",0.75841535568244
0,photoneo,"[-0.01435275  0.00150903 -0.00375557 ...  0.00227356  0.00724611
 -0.02802203]",0.7582578593223066
18,linear,"[ 0.00336107 -0.00652589  0.01136768 ... -0.01811123 -0.02262119
 -0.02300654]",0.7581965690091038
6,Queseria-Montesinos,"[ 0.00110328  0.00963109 -0.00066608 ... -0.01171693 -0.01580142
 -0.00920185]",0.7581785449418337
14,Partículas-de-latón-en-cuerpo,"[-0.02302059  0.02585143  0.01002143 ...  0.00168665 -0.01476843
  0.00023243]",0.7581688069412285
13,Donuts-glaseados,"[-0.02488539 -0.01818852  0.01661668 ...  0.01013115 -0.01086424
 -0.02442308]",0.7577409399827119
18,Tarrinas-arroz,"[-0.00666806 -0.01015119  0.02357906 ... -0.00419416 -0.0284941
  0.00348968]",0.7576085742241898
12,Plásticos,"[-0.01671021  0.01045202  0.02333959 ...  0.01861176 -0.01921088
 -0.01047807]",0.7572435463038916
16,electronica,"[-0.01520163 -0.0027537   0.00020382 ... -0.00264281  0.00732527
 -0.01436829]",0.7570819857345962
16,Tamper,"[-0.0128596  -0.00747042 -0.01625024 ...  0.0041487  -0.01240476
 -0.0084697 ]",0.7570157428661006
0,tortita,"[-0.02649514 -0.00474987  0.01197877 ...  0.01370304 -0.00799019
 -0.02095146]",0.7570140165319227
9,codigo-EAN,"[-0.00416852 -0.01300683  0.00364745 ... -0.00721576  0.00206447
 -0.02271578]",0.7569983013032291
15,drills,"[-0.04509579 -0.01627685  0.00855649 ...  0.01118337  0.00038301
  0.02468005]",0.7569792845203906
11,lacteos,"[-0.01927956 -0.00422678 -0.00548118 ...  0.01450739 -0.00063828
 -0.00919665]",0.7569212663585005
17,tortitas,"[-0.019308   -0.00166794  0.01444515 ...  0.01560545 -0.00280787
 -0.01513612]",0.7568857819919476
13,sinel,"[ 0.00120214  0.01220555  0.00609933 ... -0.01007836 -0.00516309
 -0.02585677]",0.756873752780071
7,cárnica,"[ 0.00151357 -0.00756616  0.03368514 ...  0.0047716  -0.00608508
 -0.00550017]",0.7567873369699251
15,SINFIN,"[ 0.001951   -0.02355901  0.01361327 ... -0.01126857 -0.01861764
 -0.00440244]",0.7567738211746217
16,racores,"[-0.03931959 -0.01827942  0.02081707 ...  0.00284788 -0.0283603
  0.02378695]",0.7567031331487565
0,Tapones,"[-0.01993694 -0.02109448  0.01764909 ...  0.00594091 -0.01072427
  0.01088088]",0.7564862477882569
11,Escoria,"[ 0.00274531 -0.01309086  0.01543799 ... -0.01645788 -0.00421576
 -0.02521771]",0.7564549502371821
8,baldomero-ventrura,"[-0.02801908 -0.01122378  0.01204471 ...  0.00514423  0.00236016
  0.00846494]",0.7563358156365855
9,bumper,"[-0.03068905 -0.02234613  0.02502874 ... -0.02616885 -0.00056209
 -0.00906722]",0.7562902527705163
15,Insectos,"[ 0.00263289  0.01021961  0.00412403 ...  0.0067694  -0.00808584
 -0.00464811]",0.7562207198824629
4,zalando,"[-0.01756381 -0.03628799  0.00729847 ...  0.01677265  0.01385853
 -0.01015985]",0.7561258636692564
16,Embalaje,"[-0.02334804  0.00193174  0.0069427  ... -0.01470824 -0.03617917
 -0.01252257]",0.7560003739240625
11,Productos-de-consumo,"[-0.01485728 -0.00328817  0.02724718 ... -0.0099756  -0.01631647
 -0.00335615]",0.7558903527131638
17,farma,"[-0.00574609 -0.01538523 -0.00345901 ...  0.00793301 -0.02281075
 -0.01077768]",0.7558622222510786
8,Control-bacterias,"[-0.01660535  0.0001684   0.0220529  ...  0.01585873  0.00764593
  0.00687511]",0.7557944701645658
13,saica,"[-0.00773792 -0.00083129  0.02650429 ... -0.00810508  0.00665378
 -0.01261482]",0.7557727336001545
0,estamcal,"[-0.02876137 -0.01494134  0.00017893 ... -0.00609357  0.00360218
 -0.02112251]",0.7556519415329401
3,Tablas,"[-0.0218531   0.00110867  0.02027483 ...  0.01450129 -0.01390775
 -0.0004089 ]",0.7555304844561345
13,Cepillo-dientes,"[-0.01963052  0.01829877  0.02176901 ...  0.01991224  0.00912377
 -0.00082674]",0.7554348641229083
3,Prueba-hematomas-A-y-B,"[-0.026143   -0.00209857  0.02762435 ... -0.03162947  0.00163479
  0.02387984]",0.7551949440201621
12,Terminales,"[-0.01497991 -0.01431744  0.02152348 ...  0.01381045 -0.01612909
  0.0226997 ]",0.7551576064034032
7,poros,"[ 0.01262483 -0.02368323 -0.00391247 ...  0.0110584   0.0129338
 -0.00170295]",0.7551429054474731
12,app-generales,"[-0.00603007  0.01996493  0.02619795 ... -0.01247292 -0.00106378
  0.01964846]",0.7551176236632003
11,lote,"[-0.03276539 -0.01207841  0.00746817 ... -0.00596272 -0.00962379
 -0.03849516]",0.7547923584118078
17,domo-4-sectores,"[ 0.0060255  -0.01353887 -0.01469531 ...  0.00257732 -0.00947721
 -0.00225824]",0.7547392427694143
0,Telas,"[-0.02037597 -0.00774898  0.01324504 ...  0.00711099 -0.00703124
 -0.01084592]",0.7546300064626876
11,Container-welding,"[-0.0150546  -0.00467383  0.00399286 ... -0.00032575 -0.0249404
  0.006265  ]",0.754600489472505
0,Frinsa,"[-0.00872842 -0.01158547  0.00088791 ...  0.00225091 -0.01229318
 -0.01287639]",0.7544339605739045
1,cylinder,"[-0.01791486 -0.00144806 -0.0054881  ...  0.01679184 -0.01581588
 -0.0164175 ]",0.7544023116425145
3,Control-dimensional,"[-0.01041614 -0.0037965   0.02916519 ...  0.02267126 -0.00524758
 -0.01850481]",0.7542491583201119
3,Extruded-Band-Inspection,"[-0.03114476  0.0114478  -0.01489898 ... -0.02178731 -0.00499789
 -0.0089436 ]",0.7542186902845347
8,Localización-de-pastillas,"[-0.01919453  0.01927423  0.01714889 ...  0.01871633 -0.01987199
  0.00386547]",0.7542144118193513
16,Lectura-OCR,"[-0.0243621   0.0104981  -0.00339814 ... -0.00590051  0.01006379
  0.00579533]",0.7540892884227629
5,Palanca,"[-0.0146894  -0.01083327  0.01140133 ...  0.00972387 -0.00076939
 -0.01693491]",0.7540847094150681
6,Dibujo-galleta,"[-0.03536852  0.00259738  0.01470654 ...  0.01865949  0.00361487
 -0.01681305]",0.7540526678507072
18,Sellado-paquetes-galletas,"[-0.02053651 -0.0053513   0.00256706 ...  0.00498821 -0.0087684
 -0.01921989]",0.7540083725013692
5,cuerpos-extraños-sin-papel,"[-0.01527002  0.0102073   0.0148197  ...  0.00599747 -0.00270193
 -0.02091952]",0.7538736844419178
12,Envases,"[-0.00729851 -0.0055569   0.01438869 ... -0.00654327 -0.03807468
 -0.01345114]",0.7538525468227626
0,Michelin,"[ 0.01979064 -0.00667536  0.00026011 ...  0.00273083 -0.01788055
 -0.02724529]",0.7536421414542116
5,Ampollas,"[-0.02081758  0.00753607  0.02645996 ... -0.00614801 -0.01209635
  0.0087019 ]",0.7535820074824437
4,TR---3280-nuts,"[-0.01668189 -0.02374065  0.01438745 ...  0.00233155 -0.0316362
 -0.0166414 ]",0.7535657885639507
5,Pelos-en-embutidos,"[-0.03271558 -0.00690052 -0.0018272  ...  0.00606724  0.00785094
 -0.00402586]",0.7535227641383977
19,bombonas,"[-0.02444862 -0.01280707  0.01417586 ...  0.01218365 -0.01458244
  0.01309844]",0.7533179277451869
14,abocardado,"[-0.04617315 -0.00931172  0.00070751 ... -0.00292301 -0.01059656
 -0.03786902]",0.7532408151245287
17,Pollo,"[-0.01133133 -0.01589674 -0.00569728 ...  0.00693032 -0.00651298
  0.0049701 ]",0.7531537245364119
7,Etiquetas,"[-0.03204692 -0.00551226  0.01227258 ... -0.003459   -0.01905638
  0.00719311]",0.7529087676854217
6,Plug,"[ 0.00117604 -0.03234551  0.01419687 ... -0.00909893 -0.01681967
  0.00749572]",0.7528546784363739
5,puig,"[-0.01040507 -0.01665081  0.02308499 ...  0.00206957 -0.00344929
 -0.00757834]",0.7528125431631404
15,equiper,"[-0.01504615 -0.02712955  0.00371434 ... -0.00952003 -0.0145814
 -0.00032292]",0.7527875469843855
6,Helados-interior,"[-0.01447308 -0.00066109  0.00362829 ...  0.01247518 -0.01106529
 -0.02755633]",0.7527428412009401
4,Virutas,"[-0.02703098 -0.00235786  0.00789406 ... -0.00861596 -0.00618959
 -0.01034048]",0.7526764706895986
6,product,"[-0.00214484 -0.01727043  0.01135073 ... -0.01284462 -0.01750777
 -0.02325993]",0.7525809576230099
9,medicine,"[ 0.005383    0.00345582  0.00174085 ... -0.00588335 -0.00043694
 -0.02216694]",0.752562697380907
11,Embutidos,"[-0.03885695 -0.01683179 -0.01267711 ... -0.00863562 -0.00303612
 -0.00512011]",0.7524134592836125
8,Pastillas,"[-0.00951895 -0.00199728  0.0257587  ...  0.00219178 -0.01078727
  0.01659279]",0.7523224255755264
8,monodosis,"[-0.01859277  0.01873121  0.01799747 ...  0.00994014 -0.00299381
 -0.02653934]",0.7521998317277488
17,METAL,"[-0.01564505 -0.02850638 -0.01326283 ... -0.00894003 -0.01532385
  0.0064842 ]",0.7521887781852548
0,KYB,"[-0.00356461 -0.0122803  -0.00714249 ...  0.00326922 -0.02355163
 -0.02460043]",0.7521821593183707
8,Marcas,"[-0.02408435  0.00733325  0.01090879 ...  0.0023376  -0.01476094
  0.00810233]",0.7520660012171767
0,Partículas-latón,"[-0.01409899  0.01896348  0.01313011 ...  0.00234037 -0.01580958
 -0.01051077]",0.7520572147160012
10,Carne,"[ 0.00065264  0.00603039  0.00640892 ...  0.00834073 -0.01927898
  0.00261709]",0.7520069593154365
7,interdental-brushes,"[-0.01466967  0.01454663  0.00686317 ... -0.00926937 -0.00214816
 -0.01888054]",0.7519803468278713
0,nevitec,"[ 0.00413234 -0.01715568 -0.00893184 ... -0.01428278  0.01086526
 -0.0217986 ]",0.7519708118414247
18,emblema,"[-0.01666934 -0.01288825 -0.01311864 ...  0.00011795  0.02103319
 -0.02554611]",0.7517859873138736
3,bolsas-transparentes,"[-0.03474921 -0.01054197  0.00919751 ... -0.00649479 -0.00426092
 -0.02537244]",0.7516992139962058
6,CLIPADO,"[-0.0317454  -0.0097817   0.012182   ... -0.00683649 -0.011607
  0.0086785 ]",0.7515463357505737
12,Foreign-body-control-and-product-uniformity,"[-0.010493   -0.00437091  0.0074143  ...  0.01629733 -0.00018006
 -0.02125432]",0.7514923111615397
5,High-brightness-lever,"[ 0.00126122  0.00238086 -0.01108421 ... -0.0228452   0.00680936
  0.00055335]",0.7514739695346615
16,Termosellado-(1024),"[-0.01701262 -0.02075754  0.00189754 ...  0.01852396 -0.02624116
 -0.02636154]",0.751428103734724
14,Tortitas,"[-0.01359358 -0.00507685  0.01720577 ...  0.01378504 -0.00940063
 -0.01180663]",0.7513602013023234
6,ingimec,"[-0.00988368 -0.02305508 -0.00334079 ... -0.00269695  0.00588021
 -0.0171372 ]",0.7513427942430978
6,Prepa,"[-0.00068629  0.00951972  0.007257   ... -0.00767149  0.00611205
 -0.00514377]",0.7513184630096077
2,farmaceutica,"[-0.00969419  0.00119841  0.02288924 ...  0.01913449 -0.0169832
 -0.00766983]",0.7511856042385481
7,Control-superficial-cinta,"[-0.01218227  0.00111267  0.03889333 ...  0.00303503  0.00254851
 -0.02255195]",0.7511449849362202
1,Latas-Frinsa,"[-0.01199283  0.01122819 -0.00816961 ...  0.00922938 -0.01699655
 -0.02555519]",0.7511352311430206
9,Marcas-en-caña,"[-0.02382376 -0.01331444  0.00831    ...  0.00033294 -0.01050274
  0.00273927]",0.7509684757717264
4,funderia-condals,"[ 0.01199953  0.00085662  0.014793   ... -0.00609953 -0.00063945
 -0.01588011]",0.7508596027417223
8,Cánulas,"[-0.02057755  0.0084735   0.04346063 ...  0.00232872 -0.00757911
  0.01906702]",0.7507301233221737
7,Mapa-Spontex,"[-0.0184495   0.01838167  0.0067049  ... -0.00726449 -0.0205522
 -0.02350955]",0.7506434765058276
15,bar-tuning,"[-0.01240861 -0.01817248  0.01949033 ... -0.00375588 -0.00314724
 -0.02829912]",0.7505300538311448
17,electronics,"[ 0.00125875 -0.00240202 -0.00430303 ... -0.01562026 -0.00246776
 -0.00695023]",0.7505285502467802
17,Sellado-pack,"[-0.01910261  0.00154969  0.00430698 ...  0.00366726 -0.01358803
 -0.01689952]",0.7504475273723811
8,gimaq,"[-0.02356527  0.00392755 -0.0071174  ... -0.0088865  -0.00246752
 -0.00572397]",0.7504172581803512
3,Welding,"[-0.01648819  0.00227715  0.00312129 ... -0.00089348 -0.01391974
  0.00261073]",0.7502445302625008
2,DS1050,"[-0.01443565  0.00993829 -0.01466982 ... -0.01736962  0.00035663
 -0.00900851]",0.7502320928693629
11,funosa,"[-0.014664   -0.01168161  0.00921527 ... -0.00254174  0.01079024
 -0.01414124]",0.7501889351787123
18,Inproafe,"[-0.0038849  -0.01560936 -0.02808011 ... -0.00977852 -0.00477418
 -0.00894155]",0.7500553134102407
7,Pan-de-molde,"[-0.02324551  0.00313456  0.01322155 ...  0.02511629 -0.02095015
 -0.02725244]",0.7500215042479134
1,Flanco,"[-0.02117748  0.00066343  0.02480046 ...  0.03185093  0.00042599
 -0.01691592]",0.7499087840167381
7,tigroup,"[-0.03650266 -0.02133365  0.00836222 ... -0.00998186  0.00216369
 -0.00703868]",0.7498990212019869
10,vc5,"[-3.71673293e-02 -1.43672628e-02  8.73346347e-04 ...  9.42068640e-03
 -7.70978676e-03  2.30276855e-05]",0.7496936573133159
10,IS2000,"[-0.00264348 -0.00279752 -0.01364055 ... -0.03518496 -0.00703274
 -0.01471706]",0.7496748716099314
9,Textile-defect-detection,"[-0.02453146  0.00679809 -0.01484125 ...  0.00934159 -0.00518661
  0.00433285]",0.7496355062101511
6,Screws,"[-0.01470159 -0.00595033 -0.00022622 ... -0.00089912 -0.01141412
 -0.00428358]",0.7495859650193364
9,condals,"[-3.12513043e-03 -1.84494693e-05  2.75838561e-02 ...  7.35666230e-03
 -6.47154078e-03 -1.00628110e-02]",0.7492879117495964
15,Doble-bolsa,"[-0.04004637 -0.00416599  0.02090929 ... -0.01716651 -0.01163831
 -0.00522401]",0.7491376693050813
4,maxion,"[ 0.00057881 -0.0082705  -0.00848982 ... -0.00366123 -0.01259323
 -0.02075761]",0.749050309199529
13,colirio,"[-0.00535995  0.0139244   0.0065473  ... -0.00256023  0.00361265
 -0.01959131]",0.7488412430056348
11,Embutidos-Martinez,"[-0.03133085 -0.00486051 -0.00120831 ... -0.02013736 -0.00972783
 -0.00632275]",0.7486341503541734
1,liquido,"[-0.02077161  0.01014073  0.00434508 ... -0.01204171 -0.00988904
 -0.01259809]",0.7486114188714471
16,palet,"[-0.00873039 -0.03252257  0.01128612 ...  0.01246517  0.00110663
 -0.01691555]",0.7485175180628119
10,flexfeeder,"[-0.05521167  0.00338122 -0.0162555  ... -0.02305715  0.01712532
 -0.00819905]",0.7485023314550993
5,radiator,"[-0.01927166 -0.00748401  0.00026073 ... -0.01740404 -0.00021717
 -0.01864911]",0.7484901618574978
15,Listones-madera,"[-0.03647783 -0.00369358  0.00372345 ... -0.01136282 -0.0258451
 -0.02044245]",0.7484805608136614
9,disfaut,"[-0.01010158  0.00352285 -0.00096998 ... -0.01822542 -0.00558643
  0.02119203]",0.7483271838889805
18,Membrana,"[-0.01637544 -0.00574763  0.01057165 ... -0.01113955 -0.00358525
 -0.01698703]",0.7482862834856318
7,fnmt,"[-0.01233841 -0.01199626 -0.00882612 ... -0.00530335  0.00264993
 -0.03639376]",0.7481317006547701
7,Latas-de-atún,"[-0.02098188 -0.0053336   0.01528923 ...  0.01006008 -0.01059539
 -0.01458417]",0.7479044822361685
13,Connector,"[-0.0098469  -0.02129526  0.01882813 ... -0.02914392 -0.01848187
 -0.00840413]",0.747502785030874
5,Cinta-envasado,"[-0.03723672 -0.0034285   0.02183603 ... -0.00111905 -0.00320307
 -0.01264362]",0.7474096012240606
5,pallet,"[-0.00126814 -0.02467069  0.0010753  ...  0.01939494 -0.01281058
 -0.03617266]",0.7473574513820882
11,solblanc,"[-0.00098673 -0.01113696 -0.00870118 ...  0.00781105  0.00313615
 -0.00345184]",0.747306339723514
19,telecentrica,"[-0.0144775  -0.00563238  0.01848334 ...  0.02248919 -0.01962595
 -0.00729924]",0.7472713052007557
4,cognex-gama-8000,"[-0.0131133  -0.01239279 -0.01916559 ... -0.02586634  0.00262806
  0.01401394]",0.7470362579572858
14,bacterias,"[-0.01119485  0.00122496  0.0190737  ...  0.00203711 -0.00720487
  0.01113419]",0.7470308458065055
9,glass,"[-0.00347213  0.00438548 -0.00369872 ... -0.02953399 -0.00347213
 -0.0148646 ]",0.7470115043612137
4,Inttec,"[ 0.00018364  0.00279909  0.01069532 ... -0.02274061 -0.00545552
 -0.01454341]",0.7469387839288352
9,Laboratorio-Salvat,"[-0.02172978  0.00742108  0.0125868  ... -0.02264813 -0.0136537
  0.0068336 ]",0.7467504022250433
15,Grifols,"[-0.00879399 -0.00185283  0.00148587 ... -0.02343316 -0.01433774
  0.00067167]",0.7465889809414257
10,plugs,"[-0.01093314 -0.02082172  0.00480501 ... -0.00344707  0.00341574
  0.01643454]",0.7465703093309863
0,in-sight1050,"[-0.01776312 -0.00727654  0.00183094 ... -0.00349665  0.00208214
 -0.00433288]",0.74655288158366
9,Defects-bread-rear,"[-0.00362553  0.01033829  0.0063634  ...  0.00715125 -0.01491566
 -0.01128656]",0.7465127323549794
12,bosch,"[-0.01465009 -0.02572964 -0.01368931 ...  0.00685828 -0.00313103
  0.01013241]",0.7464819603547579
0,baldomero-ventura,"[-0.02758059 -0.01131528  0.0108726  ...  0.00026242  0.00305352
  0.01619152]",0.7464660205044511
17,barcode,"[-0.0053733  -0.02136311 -0.00956859 ... -0.01391204 -0.01132476
 -0.00648626]",0.746452574735425
1,Terminal,"[-0.00413645 -0.02904041  0.0108173  ... -0.01557919 -0.00178393
  0.00850033]",0.7463903024350104
10,madalena,"[-0.00496473  0.00752046  0.0030249  ...  0.00165321 -0.00984757
 -0.00983393]",0.746378291618689
13,Caña,"[-0.01423081 -0.01091928  0.01537737 ...  0.00682202 -0.0193566
  0.0133338 ]",0.746340204412703
15,Cuerpos-extraños,"[-0.01407517 -0.00681459  0.02143414 ...  0.00478136 -0.00429601
 -0.00275961]",0.7462815518201228
5,Partículas,"[-0.011345    0.01982485  0.0104906  ...  0.00129607 -0.00926359
  0.00154099]",0.7462385269216366
2,sinthermetal,"[-0.01453886 -0.01604576 -0.01992465 ... -0.00795312 -0.01084135
 -0.01815264]",0.7461418944118827
2,inspection,"[ 0.00102121 -0.00991262 -0.00433046 ... -0.00350946 -0.00172276
 -0.00193306]",0.7461091355217068
8,Frascos,"[-0.01168371 -0.00608818  0.00177419 ... -0.00155783 -0.01331477
 -0.01264237]",0.7458758765576702
0,tamper-evident,"[-0.0190604  -0.00718547 -0.02468501 ... -0.00230176 -0.0095577
 -0.02156328]",0.7458181987521368
2,tagl,"[-0.02159284 -0.01585489  0.01615688 ... -0.00567275  0.00243314
 -0.04063243]",0.7457583677182801
6,Implants-Terrats,"[-0.02496138 -0.00116618 -0.00123269 ... -0.00015463 -0.01733199
 -0.00464743]",0.7456829319599452
5,in-sight-7200,"[-0.01591871 -0.00056439  0.00587279 ... -0.00620443  0.0017722
  0.00201057]",0.7456486903991313
17,ingemov,"[-0.03059083 -0.02499174  0.01084249 ... -0.00089586  0.01450496
 -0.01285816]",0.745619976385219
9,etima,"[-0.00831872 -0.02910848 -0.01418124 ...  0.00252306 -0.00683726
 -0.03330303]",0.7456087046952726
15,Camara-lineal,"[-0.02349652  0.01194018  0.00255665 ... -0.00404746 -0.0266632
 -0.00541147]",0.745568389898818
9,Burbujas,"[-0.03022789  0.0003408   0.01444164 ... -0.00342617 -0.01109304
  0.01963908]",0.7454435988784891
12,cola,"[ 0.00628619 -0.00489873 -0.00820886 ... -0.01719497 -0.00905429
 -0.01951309]",0.7452727553211212
13,liofilizados,"[-0.02548473  0.00675079 -0.00960978 ...  0.00993809  0.00053179
 -0.02346018]",0.7452375816993545
14,Montesinos,"[-0.01139637  0.0054807   0.00476466 ... -0.00315023 -0.00811732
 -0.01662278]",0.745224892578089
